Date|Time|Description|row_id|key_entities_ticker|key_entities_company|key_entities_person|key_entities_sector|key_entities_country|key_entities_event|key_entities_economic|key_entities_policy|key_entities_central_bank|key_entities_commodity|key_entities_crypto|key_entities_index|key_entities_geopolitical|key_entities_source|key_entities_rating|key_entities_metric|new_summary|sentiment_score|reasoning|api_error
2025-12-30|06:51:10|$TSLA** - TESLA STOCK FORECAST: BAIRD PREVIEWS 2026**  Baird expects Tesla to enter 2026 with multiple catalysts  maintaining an Outperform rating and a $548 price target. The firm views Tesla as a core holding  noting the stock is up 21% year to date and 7% over the past month  outperforming the S&P 500.  Key catalysts include expected robotaxi announcements  potential regulatory and revenue updates in China and the EU  and progress in Optimus production  Tesla Semi volumes  and Energy segment growth. Baird also reaffirmed expectations for paid robotaxi service and initial Optimus commercialization in 2027.  The firm updated its long-term model through 2030  removed prior Model 2 delivery assumptions  and continues to base its valuation on roughly 70x 2030 EBITDA  discounted to year-end 2026.|51|$TSLA|Tesla|||China,EU|robotaxi announcements,paid robotaxi service,Optimus commercialization||||||S&P 500||Baird|Outperform|$548 price target,21% year to date,7% over the past month,70x 2030 EBITDA|Baird has maintained an Outperform rating for Tesla, projecting a $548 price target, citing multiple catalysts as the stock continues to outperform the S&P 500. Key developments include anticipated robotaxi updates and improvements in production and revenue projections in China and the EU.|4.0|The sentiment is bullish due to the positive forecast, strong performance metrics, and expected growth catalysts outlined by Baird.|
2025-12-30|07:01:10|SILVER47 DISCOVERS NEW HIGH-GRADE MASSIVE SULFIDE ZONE AT RED MOUNTAIN PROJECT  ALASKA $AGA.V $AAGAF|52|$AGA.V,$AAGAF||||Alaska|discovers new high-grade massive sulfide zone||||silver|||||||SILVER47 reports the discovery of a new high-grade massive sulfide zone at the Red Mountain Project in Alaska, potentially boosting the value of their stock represented by tickers $AGA.V and $AAGAF.|4.0|The discovery of high-grade mineral zones is generally positive news for mining companies, indicating potential increases in revenue and stock value.|
2025-12-30|07:14:10|SOFTBANK HAS FULLY FUNDED OPENAI COMMITMENT OF $40B - CNBC  CITING SOURCES|53||SOFTBANK,OPENAI||||funding,commitment||||||||CNBC||$40B|SoftBank has fully funded its commitment of $40 billion to OpenAI, according to sources cited by CNBC.|4.0|The news of full funding is generally viewed positively, indicating strong support and confidence in OpenAI, which contributes to a bullish sentiment.|
2025-12-30|07:31:10|$NVDA** - DAN IVES’ TOP AI STOCK PICKS FOR 2026**  Artificial intelligence led markets in 2025  and Wedbush analyst Dan Ives expects new winners to emerge in 2026. His top AI-related picks are Microsoft  Apple  Tesla  Palantir  and CrowdStrike. Nvidia  despite leading the AI rally in recent years  was excluded as Ives focuses on “derivative” beneficiaries of AI spending across the broader tech ecosystem.  Ives argues that every dollar spent on Nvidia chips drives an $8–$10 multiplier across other technology companies  positioning these firms to benefit most in the next phase of the AI cycle.  **Key highlights:**  🔸 $MSFT: Strong upside from Azure  with growth underestimated by the market; shares up 15.6% in 2025.  🔸 $AAPL: Potential acceleration in AI could add $75–$100 per share over time; shares up 9.3%.  🔸 $TSLA: 2026 seen as a breakout year for autonomous driving and robotics; shares up 13.8%.  🔸 $PLTR: Viewed as a potential trillion-dollar market cap AI leader; shares up 143.5%.  🔸 $CRWD: Growing enterprise adoption and expanding product suite; shares up 39.1%.|54|$NVDA,$MSFT,$AAPL,$TSLA,$PLTR|Nvidia,Microsoft,Apple,Tesla,Palantir,CrowdStrike|Dan Ives|Technology,Artificial Intelligence||||||||||Wedbush||15.6%,9.3%,13.8%,143.5%|Dan Ives from Wedbush highlights his top AI stock picks for 2026, including Microsoft, Apple, Tesla, and Palantir, while noting Nvidia's impressive multiplier effect in the AI sector.|4.0|The focus on leading tech stocks with projected growth indicates a bullish outlook on AI and technology sectors, contributing to an overall positive sentiment.|
2025-12-30|07:46:10|US DEC. MNI CHICAGO REPORT BUSINESS INDEX AT 43.5; EST. 39.8|55|||||US|MNI Chicago Report|Business Index|||||||||43.5,39.8|The MNI Chicago Report for December indicates a Business Index of 43.5, outperforming the estimate of 39.8.|4.0|The reported Business Index is higher than expected, suggesting positive economic activity. This indicates bullish sentiment.|
2025-12-30|08:46:11|🚨 PRESIDENT ZELENSKIY TELLS MEDIA IN WHATSAPP CHAT: KYIV IS DISCUSSING WITH PRESIDENT TRUMP US TROOPS PRESENCE IN UKRAINE|56|||PRESIDENT ZELENSKIY,PRESIDENT TRUMP||UKRAINE,US|US TROOPS PRESENCE DISCUSSION|||||||TROOPS IN UKRAINE|WHATSAPP CHAT|||President Zelenskiy has revealed in a WhatsApp chat that discussions are taking place with President Trump regarding the presence of US troops in Ukraine.|3.0|The news indicates proactive diplomatic discussions, which can be neutral. However, the involvement of US troops may raise concerns regarding geopolitical tensions.|
2025-12-30|08:47:11|ZELENSKIY SAYS WE DISCUSS BOOTS ON THE GROUND WITH US  OTHER ALLIES  ZELENSKIY SAYS UKRAINE SEEKS ALLIES TO MONITOR POTENTIAL TRUCE  ZELENSKIY SAYS IT'S UP TO US  ALLIES TO DECIDE ON TROOP DEPLOYMENT|57|||ZELENSKIY||UKRAINE,US|troop deployment,potential truce|||||||military alliance,truce negotiations||||Ukrainian President Zelenskiy discusses troop deployment with US and allies, emphasizing the need for allied support to monitor a potential truce.|3.0|The tweet reflects a neutral stance on military discussions indicating ongoing diplomatic efforts without clear positive or negative outcomes.|
2025-12-30|09:00:12|ZELENSKIY SAYS HE IS READY FOR ANY FORMAT OF MEETING WITH PUTIN|58|||Zelenskiy,Putin||Ukraine,Russia|meeting|||||||Russia-Ukraine conflict||||Ukrainian President Zelenskiy expresses readiness for any format of meeting with Russian President Putin amid ongoing tensions.|3.0|The tweet indicates a willingness for dialogue, suggesting a neutral stance in the context of geopolitical tensions.|
2025-12-30|09:29:11|INTEL SHARES HIT MORE THAN TWO-WEEK HIGH  LAST UP 4.2%|59|INTC|Intel||||shares hit more than two-week high||||||||||up 4.2%|Intel shares have reached a two-week high, increasing by 4.2%.|4.0|The increase in share price suggests positive market performance and investor confidence in Intel, indicating a bullish sentiment.|
2025-12-30|10:17:12|COMEX SILVER EXTENDS GAINS TO 8%|60||||||||||silver||||||8%|COMEX silver has achieved an impressive gain of 8%, indicating strong performance in the commodity market.|4.0|The significant gain in silver prices suggests positive market sentiment and strong demand for the commodity.|
2025-12-30|10:32:11|$NVDA** - NVIDIA IN TALKS TO BUY AI21 LABS FOR UP TO $3 BILLION**  Nvidia is in advanced talks to acquire Israeli AI firm AI21 Labs for $2–3 billion  according to local media outlet Calcalist. If completed  this would be Nvidia’s fourth acquisition in Israel and its second largest after Mellanox.  The deal is largely aimed at AI21’s roughly 200 employees  many of whom have advanced AI expertise  implying a valuation of about $10–15 million per employee. AI21 develops large-scale language models and was last valued at $1.4 billion after a 2023 funding round.  Founded in 2017 by Amnon Shashua  who also leads Mobileye  AI21 has attracted strong investor interest amid the AI boom.|61|NVDA|NVIDIA,AI21 Labs,Mobileye|Amnon Shashua|Artificial Intelligence|Israel|acquisition,funding round||||||||Calcalist||$2–3 billion,$10–15 million per employee|NVIDIA is in advanced talks to acquire Israeli AI firm AI21 Labs for $2-3 billion, marking a significant move in the AI sector. This acquisition, aimed at leveraging AI21's expertise, would be NVIDIA's fourth acquisition in Israel.|4.0|The news of NVIDIA's acquisition talks reflects a strong strategic position in the growing AI market, which is viewed positively. The robust valuation per employee indicates healthy company potential and investor interest.|
2025-12-30|12:02:11|ELON MUSK’S XAI HAS BOUGHT A BUILDING FOR A THIRD SUPERSIZED DATA CENTER IT’S PLANNING OUTSIDE MEMPHIS  TENNESSEE- THE INFORMATION|62||XAI|Elon Musk||United States,Tennessee|acquisition,data center development||||||||The Information|||Elon Musk's XAI has acquired a building to establish a third data center near Memphis, Tennessee, signaling further expansion in tech infrastructure.|4.0|The acquisition of infrastructure for data centers indicates growth and bullish sentiment regarding XAI's future prospects in the tech sector.|
2025-12-30|12:03:14|FED MINUTES: SOME PARTICIPANTS SUGGESTED UNDER THEIR ECONOMIC OUTLOOKS IT WOULD LIKELY BE APPROPRIATE TO LEAVE RATES UNCHANGED FOR SOME TIME AFTER DECEMBER CUT|63|||||United States|FED Minutes|economic outlook|interest rates|Federal Reserve||||||||The Federal Reserve's minutes indicate that some members believe keeping interest rates unchanged may be appropriate after a potential December cut, reflecting caution in economic outlooks.|3.0|The suggestion to keep rates unchanged implies a balanced approach, reflecting a neutral sentiment on economic conditions.|
2025-12-30|14:52:12|VENEZUELA CURRENCY CLOSES THE YEAR AT 301 BOLIVARS TO THE DOLLAR  DEPRECIATING 83% YEAR-ON-YEAR|64|||||Venezuela||depreciation|||||||||301 Bolivars to the Dollar,83% year-on-year|Venezuela's currency ended the year at 301 Bolivars per Dollar, reflecting a staggering 83% depreciation compared to the previous year.|1.0|The significant depreciation of the currency indicates a bearish outlook on the Venezuelan economy, suggesting severe economic instability.|
2025-12-30|18:32:13|*CHINA DEC. MANUFACTURING PMI 50.1; EST. 49.2 *CHINA DEC. NON-MANUFACTURING PMI 50.2; EST. 49.6 *CHINA DEC. COMPOSITE PMI 50.7; PREV. 49.7|65|||||China||Manufacturing PMI,Non-Manufacturing PMI,Composite PMI|||||||||50.1,50.2,50.7,49.2,49.6,49.7|China's December Manufacturing PMI came in at 50.1, surpassing estimates, while the Non-Manufacturing PMI also exceeded expectations at 50.2, indicating positive economic activity.|4.0|The PMI data beating estimates suggests economic strength, which is a positive indicator for market sentiment.|
2025-12-30|19:38:13|SPOT PALLADIUM FALLS OVER 4% INTRADAY TO $1 555.31/OZ AFTER CME RAISED PRECIOUS METALS FUTURES MARGIN FOR THE SECOND TIME IN A WEEK|66|||||||||CME|Palladium||||||4%,$1 555.31/OZ|Palladium prices have dropped over 4% intraday, reaching $1,555.31 per ounce, following a second margin increase by the CME for precious metals futures this week.|1.0|The significant drop in palladium prices indicates a bearish sentiment in the market, exacerbated by the CME's policy changes.|
2025-12-30|19:41:13|CDC: US MEASLES CASES AT 30-YEAR HIGH  The CDC says measles cases in the US have passed 2 000 in 2025  the highest level in more than three decades. Nearly 2 000 cases were reported across 44 jurisdictions  with Texas the hardest hit. Most cases involved unvaccinated people or those with unknown vaccination status.|67|||||US|measles cases increase||||||||CDC||30-year high,2000 cases|The CDC reports that measles cases in the US have risen to over 2,000 in 2025, marking the highest level in more than three decades, with Texas experiencing the most cases.|1.0|The tweet highlights a concerning public health issue with increasing measles cases, indicating a bearish outlook on public health safety.|
2025-12-31|06:07:16|NETANYAHU SAID TO HAVE RAISED NEW IRAN STRIKES WITH TRUMP  Israeli Prime Minister Benjamin Netanyahu brought up the topic of the possibily hitting Iran again in 2026 with United States President Donald Trump  Axios reported on Wednesday.|68|||Benjamin Netanyahu,Donald Trump||Israel,Iran,United States|possible strikes on Iran|||||||Iran strikes,Israeli-Palestinian relations|Axios|||Israeli Prime Minister Benjamin Netanyahu and U.S. President Donald Trump discussed the possibility of renewed strikes on Iran in 2026, according to Axios.|1.0|The discussion of potential military action suggests a bearish sentiment surrounding geopolitical stability, reflecting concerns about conflict escalation in the region.|
2025-12-31|06:31:15|*US JOBLESS CLAIMS 199K IN DEC. 27 WEEK; EST. 220K *US CONTINUING CLAIMS 1.866M IN DEC. 20 WEEK; PREV. 1.923M|69|||||US||jobless claims,continuing claims|||||||||199K,220K,1.866M,1.923M|US jobless claims were reported at 199K, significantly lower than the estimated 220K, while continuing claims decreased to 1.866M from the previous 1.923M.|4.0|The lower jobless claims indicate a strengthening labor market, which is generally seen as a positive economic signal.|
2025-12-31|06:35:14|UKRAINE STRUCK OIL DEPOT IN RUSSIAN CITY OF RYBINSK  SBU OFFICIAL SAYS.|70|||||Ukraine,Russia|oil depot strike||||oil|||conflict|SBU|||A reported strike by Ukraine on an oil depot in the Russian city of Rybinsk has been confirmed by an official from the SBU. This escalation highlights ongoing geopolitical tensions in the region.|1.0|The news reflects a bearish sentiment due to heightened conflict and instability, which negatively impacts market perceptions around energy commodities.|
2025-12-31|07:28:14|Trump: ‘Tim Waltz of Minnesota is a Crooked Governor!!!’|71|||Trump,Tim Waltz||USA||||||||||||Trump criticized Minnesota Governor Tim Waltz, calling him corrupt in a recent statement.|1.0|The use of 'crooked' indicates a strong negative sentiment towards Tim Waltz, suggesting distrust and disapproval.|
2025-12-31|08:13:14|**HOLIDAYS DISTORTING JOBLESS CLAIMS DATA**  Citi economists warn that holiday periods are causing unusually large distortions in the seasonal adjustments for jobless claims this year.  **Key data from Christmas week:**  🔸 Initial claims fell to 199 000 (from 215 000 the prior week) 🔸 This was much lower than the expected 220 000  A more reliable picture of the labor market may not emerge until mid-January.That said  the low level of claims still points to very few layoffs.  Ci**ti's forecasts for the upcoming December jobs report (due next week):  **🔸 Nonfarm payrolls: +75 000 🔸 Unemployment rate: rising to 4.7% (mainly due to higher labor force participation)|72||Citi||Labor Market|United States|Jobless Claims Data|Initial Claims,Nonfarm Payrolls,Unemployment Rate|||||||||199000,215000,220000,75000,4.7%|Citi economists highlight that holiday periods are significantly distorting jobless claims data, with initial claims falling to 199,000, below expectations of 220,000. The labor market appears resilient with few layoffs, as reflected in the upcoming December jobs report forecast.|4.0|The tweet conveys positive sentiments about the job market, suggesting stability with low jobless claims, contributing to a bullish outlook.|
